Time Period,Page,Title,Visits,Views,Average Time Viewed (seconds)
Nov-15,http://www1.nyc.gov/nyc-resources/service/1866/housing-court-and-tenant-landlord-disputes,Housing Court and Tenant-Landlord Disputes | City of New York,1443,1980,110.25
Nov-15,http://www1.nyc.gov/nyc-resources/faq/400/how-do-i-get-information-about-my-food-stamp-case,How do I get information about my Food Stamp case? | City of New York,1439,2006,41.72
Nov-15,http://www.nyc.gov/html/dob/html/development/course_providers.shtml,Department of Buildings,1438,2386,188.62
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_052.shtml,NYPD - Precincts,1435,1708,106.05
Nov-15,http://www1.nyc.gov/nyc-resources/thrivenyc.page,ThriveNYC,1435,1829,185.56
Nov-15,http://www.nyc.gov/html/nypd/html/permits/permits.shtml,NYPD - Permits,1434,1779,60.48
Nov-15,http://www.nyc.gov/html/dcp/html/bytes/dwn_pluto_mappluto.shtml,BYTES of the BIG APPLE - New York City Department of City Planning,1432,1868,252.32
Nov-15,http://www1.nyc.gov/site/hra/help/other-services.page,HRA - Other Services,1429,1769,60.42
Nov-15,http://www1.nyc.gov/site/hpd/section-8/applicants-how-the-voucher-works.page,HPD - Section 8 - Applicants - How the Voucher Works,1429,1882,132.22
Nov-15,http://www1.nyc.gov/assets/dsny/zerowaste/residents/what-to-recycle-for-residents.shtml,DSNY - Zero Waste - What To Recycle for Residents,1426,1753,130.30000000000001
Nov-15,http://www1.nyc.gov/site/hpd/about/press-releases/2015/10/10-29-15.page,10/29/15,1426,1638,44.48
Nov-15,http://www.nyc.gov/html/opa/html/getting_paid/statement_explained.shtml,Office of Payroll Administration,1424,1809,111.17
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_044.shtml,NYPD - Precincts,1423,1664,108.44
Nov-15,http://www1.nyc.gov/nyc-resources/faq/500/what-are-alternate-side-parking-asp-and-street-cleaning-rules,"What are alternate side parking, ASP, and street cleaning rules? | City of New York",1422,1658,37.11
Nov-15,http://www.nyc.gov/html/tlc/html/industry/shl_appointment_request.shtml,NYC Taxi & Limousine Commission - Street Hail Livery,1420,2008,38.82
Nov-15,http://www1.nyc.gov/site/finance/taxes/property-other-agency-charges.page,property-other-agency-charges,1417,1602,38.6
Nov-15,http://www.nyc.gov/html/doh/html/living/immun.shtml,Vaccines and Immunizations,1416,2116,66.86
Nov-15,http://www.nyc.gov/html/mancb7/html/home/home.shtml,Home - Community Board 7/ Manhattan,1412,1927,74.790000000000006
Nov-15,http://www.nyc.gov/html/law/html/contact/contact.shtml,Contact the Law Department,1409,1920,14.62
Nov-15,http://www1.nyc.gov/assets/dsny/zerowaste/residents/nyc-compost-project.shtml,DSNY - Zero Waste - NYC Compost Project,1406,2151,60.79
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_040.shtml,NYPD - Precincts,1398,1652,108.84
Nov-15,http://www1.nyc.gov/nyc-resources/faq/437/how-do-i-report-a-noisy-neighbor,How do I report a noisy neighbor? | City of New York,1398,1847,31.27
Nov-15,http://www1.nyc.gov/site/hpd/community/neighborhood-plans.page,HPD - Community - Neighborhood Plans,1392,1931,41.36
Nov-15,http://www1.nyc.gov/site/nycha/residents/policies-and-procedures.page,NYCHA - Policies And Procedures,1392,2085,142.84
Nov-15,http://www.nyc.gov/html/dob/html/codes_and_reference_materials/local_laws.shtml,Department of Buildings,1387,2034,159.63999999999999
Nov-15,http://www1.nyc.gov/site/olr/mbf/mbf-dental-benefits.page,mbf-dental,1386,2200,171.54
Nov-15,http://www.nyc.gov/html/dob/html/rebuilding_after_sandy/storm_update.shtml,Department of Buildings,1385,1952,73.39
Nov-15,http://www1.nyc.gov/assets/dsny/contact/contact-us.shtml,DSNY - Contact - Contact Us,1383,2136,40.81
Nov-15,http://www1.nyc.gov/assets/dsny/contact/services/recycling-and-waste-prevention-material-request.shtml,DSNY - Contact - Recycling Material Request,1383,1929,118.87
Nov-15,http://home2.nyc.gov/html/fdny/html/units/recruitment/cand_prep/5_fitness_standards.shtml,FDNY Recruitment - FDNY Firefighter Candidate Preparation,1382,1625,197.63
Nov-15,http://www.nyc.gov/html/dob/html/development/filing_rep_training.shtml,Department of Buildings,1380,2864,150.25
Nov-15,http://www1.nyc.gov/site/media/schedule/schedule.page,schedule,1380,1853,80.11
Nov-15,http://www.nyc.gov/html/doh/html/licenses/food-mobile.shtml,Food/Mobile Food Vending,1378,2263,82.33
Nov-15,http://www1.nyc.gov/nyc-resources/service/4301/living-in-communities-linc-rent-program,Living in Communities (LINC) Rent Program | City of New York,1377,1892,80.040000000000006
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_020.shtml,NYPD - Precincts,1377,1597,96.88
Nov-15,http://www.nyc.gov/html/dot/html/about/dotlibrary.shtml,NYC DOT - DOT Library,1376,2088,137.97999999999999
Nov-15,http://www.nyc.gov/html/sbs/html/employment/employment.shtml,SBS - Careers at SBS,1375,2146,168.43
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_073.shtml,NYPD - Precincts,1375,1628,105.84
Nov-15,http://www1.nyc.gov/site/em/about/overview.page,NYCEM - Overview,1372,1987,60.41
Nov-15,http://www.nyc.gov/html/tlc/html/industry/base_and_business.shtml,NYC Taxi & Limousine Commission - Bases and Businesses,1371,1964,38.159999999999997
Nov-15,http://www1.nyc.gov/site/finance/taxes/property-mortgage-recording-tax-mrt.page,property-mortgage-recording-tax-mrt,1371,1800,32.659999999999997
Nov-15,http://www.nyc.gov/html/opa/html/taxes/w2.shtml,Office of Payroll Administration,1371,1762,141.99
Nov-15,http://www.nyc.gov/html/doh/html/living/diabetes-faq.shtml,Diabetes,1371,1766,125.31
Nov-15,http://www.nyc.gov/html/fdny/html/stats/citywide.shtml,FDNY Citywide Stats,1370,2609,69.13
Nov-15,http://www.nyc.gov/html/cecm/html/office/office.shtml,CECM - Street Activity Permit Office (SAPO),1366,1827,164.84
Nov-15,http://www.nyc.gov/html/nypd/html/community_affairs/youth_programs_explorers.shtml,NYPD - Community Affairs,1364,1999,135.96
Nov-15,http://www.nyc.gov/html/oath/html/health-tribunal/health-tribunal.shtml,OATH - Health Tribunal,1362,1973,43.24
Nov-15,http://www1.nyc.gov/site/dsny/about/news/pr2015/102015.page,NYC,1362,1735,116.41
Nov-15,http://www.nyc.gov/html/film/html/jobs_training/job_opportunities.shtml,"Made in NY - Mayor's Office of Film, Theatre & Broadcasting - About",1360,1834,45.37
Nov-15,http://www.nyc.gov/html/lpc/html/manuals/historic-district-maps.shtml,"LPC - Maps, Guides, and Manuals - Historic District Maps",1360,1797,81.260000000000005
Nov-15,http://www.nyc.gov/html/oath/html/ecb/appeal-decision.shtml,OATH - ECB - Appeal a Decision,1360,2066,134.97999999999999
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_106.shtml,NYPD - Precincts,1359,1598,106.59
Nov-15,http://www.nyc.gov/html/ohcd/html/home/home.shtml,NYC Office of Workforce Development (WKDEV),1356,2235,58
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_112.shtml,NYPD - Precincts,1353,1609,121.71
Nov-15,http://www1.nyc.gov/booker/service/nyc-resources/service/1950/residential-maintenance-complaint,311 Booker: Residential Maintenance Complaint,1353,1941,35.31
Nov-15,http://www1.nyc.gov/home/,Welcome to NYC.gov | City of New York,1352,1595,47.81
Nov-15,http://www1.nyc.gov/site/dca/about/rules-for-sick-leave-policies.page,rules-for-sick-leave-policies,1350,1662,99.43
Nov-15,http://www1.nyc.gov/assets/dsny/zerowaste/how-do-i-get-rid-of-filter.shtml,DSNY - Zero Waste - How to Get Rid of...,1350,4040,147.22
Nov-15,http://www1.nyc.gov/nyc-resources/service/1698/find-cross-streets,Find Cross Streets | City of New York,1348,1655,162.13
Nov-15,http://www.nyc.gov/html/dot/html/infrastructure/queensboro-bridge.shtml,NYC DOT - Ed Koch Queensboro Bridge,1348,1556,135.52000000000001
Nov-15,http://www1.nyc.gov/site/em/community_business/nyc-cert.page,NYCEM - NYC CERT,1347,1898,99.5
Nov-15,http://www1.nyc.gov/nyc-resources/faq/471/how-do-i-throw-out-an-air-conditioner,How do I throw out an air conditioner? | City of New York,1345,1652,81.63
Nov-15,http://www1.nyc.gov/site/finance/taxes/property-recording-property-related-documents.page,property-recording-property-related-documents,1345,1688,41.79
Nov-15,http://www.nyc.gov/html/oath/html/ecb/smp-form.shtml,OATH - ECB - Reopen a Default Online Form,1345,2545,298.77
Nov-15,http://www.nyc.gov/html/doh/html/mental/earlyint.shtml,Early Intervention,1344,1870,58.56
Nov-15,http://www.nyc.gov/html/fdny/html/general/services/emergency_ambulance.shtml,FDNY Emergency Ambulance Services,1343,2076,37.51
Nov-15,http://www.nyc.gov/html/dcp/html/east_new_york/index.shtml,East New York - Department of City Planning,1342,1895,165.06
Nov-15,http://www1.nyc.gov/site/dhs/outreach/veterans.page,DHS - Veterans Outreach,1342,1922,60.39
Nov-15,http://www.nyc.gov/html/acs/html/child_care/child_care_eligibility.shtml,Child Care & Head Start,1341,1601,235.93
Nov-15,http://www.nyc.gov/html/kcpa/html/auctions/auctions.shtml,Kings County Public Administrator - Upcoming Auctions,1340,2420,156.68
Nov-15,http://www.nyc.gov/html/doh/html/living/diabetes-living.shtml,Living with Diabetes,1339,2109,112.29
Nov-15,http://www1.nyc.gov/nyc-resources/faq/518/where-is-my-local-food-stamp-office,Where is my local Food Stamp Office? | City of New York,1338,1819,36.700000000000003
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_070.shtml,NYPD - Precincts,1337,1571,124.39
Nov-15,http://www.nyc.gov/html/dob/html/safety/certifying_ecb.shtml,Department of Buildings,1337,1905,101.26
Nov-15,http://www1.nyc.gov/site/nycha/residents/parking.page,NYCHA - Parking,1336,1752,100.99
Nov-15,http://www.nyc.gov/html/nypd/html/missing_persons/missing_persons_man.shtml,NYPD - Missing Persons,1335,1655,38.06
Nov-15,http://www.nyc.gov/html/fdny/html/community/ems_app_phone_042607.shtml,FDNY EMS Application Process,1333,1860,70.900000000000006
Nov-15,http://www1.nyc.gov/nyc-resources/service/3421/macys-parade-balloon-inflation-and-thanksgiving-day-parade,error,1333,1599,153.76
Nov-15,http://www.nyc.gov/html/fdny/html/units/recruitment/cand_prep/introduction.shtml,FDNY Recruitment - FDNY Firefighter Candidate Preparation,1331,1873,92.58
Nov-15,http://www1.nyc.gov/nyc-resources/service/2798/become-a-city-marshal,Become a City Marshal | City of New York,1330,2008,18.059999999999999
Nov-15,http://www1.nyc.gov/site/acs/child-welfare/meet-our-kids.page,ACS - Meet Our Kids,1324,2213,110.69
Nov-15,http://www1.nyc.gov/nyc-resources/service/3082/citypay,CityPay | City of New York,1323,1706,152.41999999999999
Nov-15,http://www.nyc.gov/html/doh/html/hcp/cir-online-registry-for-schools.shtml,Citywide Immunization Registry (CIR),1323,1846,53.71
Nov-15,http://www1.nyc.gov/nyc-resources/faq/474/how-does-nypd-respond-to-noise-complaints,How does NYPD respond to noise complaints? | City of New York,1321,1573,53.85
Nov-15,http://www1.nyc.gov/nycbusiness/description/mobile-food-vending-license,"Business | City of New York, Mobile Food Vending License,Food Vendor, Mobile Food Vendor, Street Vendor (Food), license",1320,1813,91.52
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_009.shtml,NYPD - Precincts,1319,1545,91.75
Nov-15,http://www1.nyc.gov/site/gracie/,Gracie Mansion,1318,1795,42.96
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_043.shtml,NYPD - Precincts,1315,1553,106.86
Nov-15,http://www.nyc.gov/html/dycd/html/runaway/runaway.shtml,DYCD - Runaway Homeless Youth,1315,1813,70.400000000000006
Nov-15,http://www.nyc.gov/html/doh/html/hcp/childcare-providers.shtml,Information for Child Care Providers,1313,2296,107.16
Nov-15,http://www1.nyc.gov/nyc-resources/service/2182/parking-permit,Parking Permit | City of New York,1313,1965,77.540000000000006
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_025.shtml,NYPD - Precincts,1310,1509,106.1
Nov-15,http://www.nyc.gov/html/oer/html/home/home.shtml,NYC Office of Environmental Remediation (OER),1310,1682,97.13
Nov-15,http://www.nyc.gov/html/dcp/html/zone/zh_r6b.shtml,NYC Zoning - Zoning Districts,1309,1863,183.31
Nov-15,http://www1.nyc.gov/assets/dsny/snow/operations.shtml,DSNY - Operations,1309,1662,151.86000000000001
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_046.shtml,NYPD - Precincts,1308,1561,101.63
Nov-15,http://www.nyc.gov/html/dep/html/recreation/index.shtml,Watershed Recreation,1307,1828,46.56
Nov-15,http://www.nyc.gov/html/nypd/html/firearms_licensing/gun_licensing_faq.shtml,NYPD - Firearms Licenses - FAQs,1306,1622,197.08
Nov-15,http://www.nyc.gov/html/dot/html/motorist/truckorcomm.shtml,NYC DOT - Truck or Commercial Vehicle?,1305,1510,122.71
Nov-15,http://www.nyc.gov/html/dob/html/development/insp_ready_resources.shtml,Department of Buildings - NYC Development Hub,1305,2106,210.67
Nov-15,http://www.nyc.gov/html/sbs/wf1/html/develop/ITG_Screener.shtml,Workforce1 - Develop Your Skills - Individual Training Grant (ITG) Screener,1302,2180,73.37
Nov-15,http://www1.nyc.gov/booker/service/nyc-resources/service/3148/water-and-sewer-bill,311 Booker: Water and Sewer Bill,1301,1480,22.08
Nov-15,http://www.nyc.gov/html/doi/html/marshals/mar4.shtml,NYC Marshals Handbook - Chapter4: Evictions and Legal Possessions - Department of Investigation,1301,1511,295.75
Nov-15,http://www.nyc.gov/html/doc/html/job/job_opp_civil_engin.shtml,Civilian Opportunities - Job Opportunities - Department of Correction,1300,1632,18.739999999999998
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_113.shtml,NYPD - Precincts,1298,1521,115.64
Nov-15,http://www1.nyc.gov/site/olr/wellness/wellnesshome.page,wellnesshome,1298,1636,40.94
Nov-15,http://www.nyc.gov/html/dcas/html/contact/email.shtml,DCAS - Contact DCAS - Email DCAS,1296,2076,79.040000000000006
Nov-15,http://www1.nyc.gov/nyc-resources/service/1471/criminal-courts,Criminal Courts | City of New York,1294,1771,153.38
Nov-15,http://www.nyc.gov/html/dycd/html/jobs/isy.shtml,DYCD - After School - In-School Youth (ISY) Program,1293,1729,53.53
Nov-15,http://www.nyc.gov/html/dep/html/drinking_water/history.shtml,History of New York City's Water Supply System,1293,1454,237.25
Nov-15,http://www.nyc.gov/html/dob/html/development/elec_license.shtml,Department of Buildings,1291,1745,203.81
Nov-15,http://www.nyc.gov/html/film/html/permits/permit_required_fee.shtml,"Made in NY - Mayor's Office of Film, Theatre & Broadcasting - About",1289,1703,171.6
Nov-15,http://www1.nyc.gov/site/finance/about/employment.page,Employment - About - Department of Finance,1289,1524,34.340000000000003
Nov-15,http://www.nyc.gov/html/doh/html/services/certificate-replace.shtml,Replace a Food Protection Certificate,1289,1775,228.35
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_120.shtml,NYPD - Precincts,1288,1488,89.64
Nov-15,http://www.nyc.gov/html/recovery/html/homeowners/rebuild.shtml,NYC Recovery - Homeowners - Build It Back Programs - Rebuild,1287,1686,117.19
Nov-15,http://www1.nyc.gov/nyc-resources/service/1934/jury-duty,Jury Duty | City of New York,1287,1585,151.59
Nov-15,http://www.nyc.gov/html/dcas/html/workforce_reports/workforce_reports.shtml,DCAS - About DCAS - Citywide Performance Report (CPR),1286,1489,82.12
Nov-15,http://www1.nyc.gov/site/media/shows/shows.page,shows,1285,1874,50.2
Nov-15,http://www.nyc.gov/html/ocdv/html/home/home.shtml,Mayor's Office to Combat Domestic Violence,1284,1842,78.150000000000006
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_045.shtml,NYPD - Precincts,1284,1478,119.07
Nov-15,http://www1.nyc.gov/site/em/ready/guides-resources.page,NYCEM - Ready New York - Guides & Resources,1284,2218,108.54
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_005.shtml,NYPD - Precincts,1282,1522,71.97
Nov-15,http://www.nyc.gov/html/dcas/html/about/citystore.shtml,DCAS - About DCAS - CityStore,1282,1493,96.2
Nov-15,http://www1.nyc.gov/site/hpd/section-8/applicants-eligibility.page,HPD - Section 8 - Applicants - Eligibility,1282,1663,105.72
Nov-15,http://www.nyc.gov/html/dcas/html/employees/personnel.shtml,DCAS - For City Employees - Citywide Personnel Programs,1280,1736,39.78
Nov-15,http://www.nyc.gov/html/lpc/html/contact/contact.shtml,LPC - Contact the Landmarks Preservation Commission,1279,1630,174.41
Nov-15,http://www.nyc.gov/html/tlc/html/passenger/passenger_creditcard.shtml,NYC Taxi & Limousine Commission - Passenger Information,1276,1387,176.99
Nov-15,http://www.nyc.gov/html/dob/html/safety/cooling_tower.shtml,Department of Buildings,1274,2009,140.79
Nov-15,http://www.nyc.gov/html/law/html/careers/current-vacancies-admitted-attorneys.shtml,"NYC.gov - City Information, Services and Programs",1274,1515,187.78
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_077.shtml,NYPD - Precincts,1273,1513,104.14
Nov-15,http://www.nyc.gov/html/oath/html/ecb/reopen.shtml,OATH - ECB - Respond To Your Ticket,1273,1908,54.89
Nov-15,http://www.nyc.gov/html/dep/html/recreation/access.shtml,Watershed Recreation Access Permit System,1271,1738,192.95
Nov-15,http://www1.nyc.gov/nyc-resources/service/2940/become-a-firefighter-emt-or-paramedic,"Become a Firefighter, EMT, or Paramedic | City of New York",1271,1953,18.12
Nov-15,http://www.nyc.gov/html/id/html/special/special.shtml,ID= - Special Situations,1271,1751,83.7
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_104.shtml,NYPD - Precincts,1271,1517,111.79
Nov-15,http://www.nyc.gov/html/dcp/html/subcats/studies.shtml,Projects & Proposals - New York City Department of City Planning,1269,1789,22.7
Nov-15,http://www.nyc.gov/html/dcp/html/about/location.shtml,Contact the Department of City Planning,1268,1723,155.28
Nov-15,http://www1.nyc.gov/nyc-resources/service/3148/water-and-sewer-bill,Water and Sewer Bill | City of New York,1268,1590,59.7
Nov-15,http://www1.nyc.gov/assets/dsny/contact/services/cfc-recovery-appointment-request.shtml,DSNY - Contact - CFC Recovery,1268,1454,211.17
Nov-15,http://www.nyc.gov/html/dcas/html/work/psc.shtml,DCAS - Work for the City - Public Service Corps,1267,1731,47.45
Nov-15,http://www.nyc.gov/html/dob/html/about/senior_leadership_team.shtml,Department of Buildings - Administration,1265,1536,125.5
Nov-15,http://www.nyc.gov/html/brt/html/about/bus-lanes.shtml,Bus Rapid Transit - Bus Lane Rules,1264,1545,137.69
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_061.shtml,NYPD - Precincts,1261,1487,124.49
Nov-15,http://www1.nyc.gov/nyc-resources/categories/public-safety/fire/,Fire | City of New York,1261,2043,42.83
Nov-15,http://www.nyc.gov/html/dycd/html/afterschool/beacon.shtml,DYCD - After School - Beacon Program,1257,1891,97.93
Nov-15,http://www1.nyc.gov/site/olr/deferred/dcp-selecting-investments.page,dcp-selecting-investments,1257,2252,102.95
Nov-15,http://www1.nyc.gov/nyc-resources/service/2803/become-a-poll-worker,Become a Poll Worker | City of New York,1256,1783,66.33
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_108.shtml,NYPD - Precincts,1255,1446,122.39
Nov-15,http://www1.nyc.gov/assets/finance/jump/hlptrancode.html,Transaction Type Description,1255,1605,357.68
Nov-15,http://www1.nyc.gov/site/severeweather/,NYC Severe Weather,1250,1519,148.77000000000001
Nov-15,http://www1.nyc.gov/assets/finance/jump/man_parking_tax.html,Manhattan Parking Tax Exemption Online System,1249,1491,309.45999999999998
Nov-15,http://www.nyc.gov/html/greenyc/html/home/home.shtml,GreeNYC,1249,1706,73.47
Nov-15,http://www.nyc.gov/html/dob/html/development/forms_violations.shtml,Department of Buildings,1247,2213,193.23
Nov-15,http://www.nyc.gov/html/oath/html/ecb/faq.shtml,OATH - ECB - Frequently Asked Questions (FAQ),1247,1717,132.9
Nov-15,http://www.nyc.gov/html/hia/html/get_health_insurance/accessnyc_info.shtml,Office of Citywide Health Insurance Access,1246,1455,136.41
Nov-15,http://www1.nyc.gov/site/finance/taxes/personal-income-tax-and-non-resident-employees.page,personal-income-tax-and-non-resident-employees,1245,1457,148.77000000000001
Nov-15,http://www1.nyc.gov/account/logout.htm,Log Out Success | NYC Identity Management,1245,1490,102.37
Nov-15,http://www1.nyc.gov/nyc-resources/service/1174/bed-bugs,Bed Bugs | City of New York,1244,1829,75.95
Nov-15,http://www.nyc.gov/html/doh/html/living/prep.shtml,Pre-Exposure Prophylaxis (PrEP),1244,1479,111.14
Nov-15,http://www1.nyc.gov/site/gracie/visit/visit.page,Visit,1244,1798,128.13999999999999
Nov-15,http://www1.nyc.gov/site/nycha/residents/family-services.page,NYCHA - Family Services,1243,1571,120.33
Nov-15,http://www.nyc.gov/html/nycppf/html/important_dates/important_dates.shtml,Important Dates - New York City Police Pension Fund,1242,1595,64.760000000000005
Nov-15,http://www.nyc.gov/html/ia/html/ambassadors/ambassadors.shtml,Mayor's Office for International Affairs - New York City Global Partners - NYC Junior Ambassadors,1241,1556,213.05
Nov-15,http://www.nyc.gov/html/dcas/html/business/real_estate_purchasing.shtml,DCAS - Doing Business with the City - Real Estate Purchase,1240,1941,138.1
Nov-15,http://www1.nyc.gov/nyc-resources/faq/475/how-do-i-throw-out-a-large-metal-item,How do I throw out a large metal item? | City of New York,1240,1460,64.63
Nov-15,http://www1.nyc.gov/site/olr/financialplanning/financialplanninghome.page,financialplanninghome,1240,1639,41.52
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_067.shtml,NYPD - Precincts,1237,1438,100.46
Nov-15,http://www.nyc.gov/html/id/html/how/birth_certificate.shtml,ID= - How Do I Get an ID? - Birth Certificate,1236,1572,101.63
Nov-15,http://www.nyc.gov/html/dob/html/codes_and_reference_materials/brochures.shtml,Department of Buildings,1235,2769,107.73
Nov-15,http://www1.nyc.gov/site/dca/consumers/file-your-taxes.page,DCA - Consumers - Manage Money - File Your Taxes,1230,1726,99.87
Nov-15,http://www1.nyc.gov/nyc-resources/service/1522/disability-rent-increase-exemption-drie-program,Disability Rent Increase Exemption (DRIE) Program | City of New York,1228,1723,84.49
Nov-15,http://www.nyc.gov/html/hra/businesslink/html/home/home.shtml,NYC Business Link,1227,1774,59.2
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_102.shtml,NYPD - Precincts,1227,1427,117.27
Nov-15,http://www.nyc.gov/html/nycppf/html/tier_2/tier_2.shtml,New York City Police Pension Fund,1226,1824,39.24
Nov-15,http://www1.nyc.gov/site/finance/taxes/business-forms/business-forms-current.page,Current Business Tax Forms,1224,1680,35.840000000000003
Nov-15,http://www1.nyc.gov/nyc-resources/service/5142/animal-abuse-registry,Animal Abuse Registry | City of New York,1223,1329,91.82
Nov-15,http://www1.nyc.gov/nyc-resources/categories/culture-recreation/arts-culture/,Arts & Culture | City of New York,1220,1689,23.62
Nov-15,http://www.nyc.gov/html/tlc/html/industry/open_summons_list.shtml,NYC Taxi & Limousine Commission - Open Summonses for TLC Licensees,1218,1798,125.89
Nov-15,http://www1.nyc.gov/site/hra/help/long-term-care.page,HRA - Long Term Care,1218,1591,157.07
Nov-15,http://www1.nyc.gov/nyc-resources/faq/480/how-much-can-a-landlord-raise-the-rent-of-a-rent-stabilized-apartment,How much can a landlord raise the rent of a rent-stabilized apartment? | City of New York,1217,1441,78.099999999999994
Nov-15,http://www1.nyc.gov/nyc-resources/service/2273/property-tax-assessment,Property Tax Assessment | City of New York,1217,1463,38.67
Nov-15,http://www1.nyc.gov/nyc-resources/service/1270/building-construction-complaint,Building Construction Complaint | City of New York,1217,1783,55.53
Nov-15,http://www.nyc.gov/html/dcp/html/zone/zh_manudistricts.shtml,NYC Zoning - Zoning Districts,1217,1754,64.400000000000006
Nov-15,http://www.nyc.gov/html/fdny/html/community/ems_ff_promo_042607.shtml,FDNY EMS Application Process,1215,1559,78.430000000000007
Nov-15,http://www.nyc.gov/html/dob/html/sustainability/sustainability_main.shtml,Department of Buildings,1213,1559,47.05
Nov-15,http://www1.nyc.gov/assets/dsny/zerowaste/residents/special-waste-drop-off-sites.shtml,DSNY - Zero Waste - Special Waste Drop-Off Sites,1213,1472,117.84
Nov-15,http://www.nyc.gov/html/dob/html/news/op98_rejections.shtml,Department of Buildings - OP98 Rejections Notices and Results,1211,1503,252.59
Nov-15,http://www.nyc.gov/html/dot/html/about/doing-business.shtml,NYC DOT - Doing Business with DOT,1209,1624,124.44
Nov-15,http://www1.nyc.gov/site/ddc/about/contact-ddc.page,Contact DDC,1209,1686,66.459999999999994
Nov-15,http://www1.nyc.gov/nyc-resources/faq/496/is-there-a-parking-meter-muni-meter-parking-map,Is there a parking meter (Muni-Meter) parking map? | City of New York,1208,1979,72.13
Nov-15,http://www.nyc.gov/html/nypd/html/pr/pr_2015_traffic_2015_11_24_thanksgiving_day.shtml,NYPD Press Release - Thanksgiving Day Parade,1208,1315,311.45
Nov-15,http://www.nyc.gov/html/records/html/contact/home.shtml,Department of Records - Contact Records,1207,1693,46.1
Nov-15,http://www.nyc.gov/html/cchr/html/law/nyc-human-rights.shtml,Commission on Human Rights - NYC Human Rights Law,1206,1977,57.19
Nov-15,http://www1.nyc.gov/site/nycha/about/i-am-nextgen.page,NYCHA - I am NextGen,1206,1472,55.41
Nov-15,http://www.nyc.gov/html/fdny/html/c_of_f/cof_fees.shtml,FDNY C of F Fees,1205,1887,129.38
Nov-15,http://www.nyc.gov/html/kcpa/html/home/home.shtml,Kings County Public Administrator,1205,1762,70.87
Nov-15,http://www1.nyc.gov/site/olr/health/active/heatlh-active-enrollment.page,heatlh-employee-responsibilities-and-assistance,1205,1626,70.27
Nov-15,http://www1.nyc.gov/nyc-resources/service/2806/become-an-auxiliary-police-officer,Become an Auxiliary Police Officer | City of New York,1204,1451,72.790000000000006
Nov-15,http://www1.nyc.gov/nyc-resources/categories/social-services/specific-populations/,Specific Populations | City of New York,1204,1803,64.31
Nov-15,http://www1.nyc.gov/site/hpd/renters/harassment.page,harassment,1204,1588,183.57
Nov-15,http://www.nyc.gov/html/nypd/html/pr/pr_2012_traffic_2012_11_20.shtml,"NYPD PRESS RELEASE - TRAFFIC ADVISORY FOR THE THANKSGIVING DAY PARADE ON THURSDAY, NOVEMBER 22ND",1203,1301,262.87
Nov-15,http://www1.nyc.gov/nyc-resources/service/2804/become-a-teacher,Become a Teacher | City of New York,1202,1784,90.95
Nov-15,http://www.nyc.gov/html/fdny/html/general/registrations/cprtogo/index.shtml,FDNY's CPR Training Program,1201,1617,119.7
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_115.shtml,NYPD - Precincts,1199,1439,105.63
Nov-15,http://www1.nyc.gov/nyc-resources/categories/education/higher-continuing-education/,Higher & Continuing Education | City of New York,1196,1726,35.71
Nov-15,http://www1.nyc.gov/site/hpd/owners/Smoke-carbon-monoxide-detectors.page,Smoke-carbon-monoxide-detectors,1196,1771,209.74
Nov-15,http://www.nyc.gov/html/lpc/html/manuals/guides-manuals.shtml,"LPC - Maps, Guides, and Manuals",1195,1634,49.17
Nov-15,http://www.nyc.gov/html/dcas/html/employees/mgsp_participatingschools_2016.shtml,DCAS - For City Employees - Mayor's Graduate Scholarship Program ~ List of Participating Schools,1194,1395,171.28
Nov-15,http://www.nyc.gov/html/dcp/html/census/popdiv.shtml,Population - New York City Department of City Planning,1194,1964,50.45
Nov-15,http://www1.nyc.gov/site/dhs/shelter/singleadults/single-adults-shelter.page,DHS - Single Adults: The Shelter System,1194,1631,67.25
